종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
034020,두산에너빌리티 ,"14,950",550,3.82,"1,052",14.21,752,19.87,"11,261",1.33,0,0.00
000155,두산우 ,"51,100",800,1.59,-,-,-,-,-,-,"2,050",4.01
131970,두산테스나 ,"25,700",100,0.39,"2,776",9.26,"2,819",9.12,"15,444",1.66,160,0.62
336260,두산퓨얼셀 ,"30,200","2,100",7.47,106,284.91,302,99.97,"6,332",4.77,0,0.00
33626K,두산퓨얼셀1우 ,"9,650",620,6.87,-,-,-,-,-,-,0,0.00
33626L,두산퓨얼셀2우B ,"12,600","1,200",10.53,-,-,-,-,-,-,0,0.00
016740,두올 ,"2,360",-5,-0.21,492,4.80,-,-,"5,970",0.40,80,3.39
073190,듀오백 ,"2,135",-10,-0.47,-,-,-,-,"2,193",0.97,0,0.00
030350,드래곤플라이 ,"1,030",-15,-1.44,-,-,-,-,"1,200",0.86,0,0.00
203650,드림시큐리티 ,"2,720",-35,-1.27,258,10.54,-,-,"1,460",1.86,0,0.00
223250,드림씨아이에스 ,"10,250",0,0.00,575,17.83,-,-,"6,957",1.47,0,0.00
060570,드림어스컴퍼니 ,"2,625",-40,-1.50,-,-,-,-,"1,138",2.31,0,0.00
192650,드림텍 ,"9,480",-20,-0.21,"1,071",8.85,-,-,"5,263",1.80,300,3.16
217620,디딤 ,"1,240",-5,-0.40,-,-,-,-,234,5.30,0,0.00
016670,디모아 ,470,2,0.43,40,11.75,-,-,701,0.67,0,0.00
187870,디바이스이엔지 ,"15,300",-200,-1.29,"4,526",3.38,-,-,"18,620",0.82,450,2.94
066670,디스플레이텍 ,"5,140",200,4.05,344,14.94,-,-,"9,731",0.53,80,1.56
024090,디씨엠 ,"14,100",-50,-0.35,"5,524",2.55,-,-,"25,636",0.55,900,6.38
003160,디아이 ,"4,320",-65,-1.48,592,7.30,-,-,"5,534",0.78,200,4.63
092200,디아이씨 ,"3,860",-75,-1.91,753,5.13,-,-,"2,400",1.61,0,0.00
110990,디아이티 ,"5,890",150,2.61,-,-,-,-,"9,224",0.64,0,0.00
078590,디아크 ,"2,380",0,0.00,-,-,-,-,201,11.84,0,0.00
263690,디알젬 ,"9,600",-90,-0.93,"1,123",8.55,-,-,"5,527",1.74,140,1.46
214680,디알텍 ,"1,420",-35,-2.41,74,19.19,-,-,779,1.82,0,0.00
263720,디앤씨미디어 ,"12,500",-300,-2.34,"1,271",9.83,988,12.65,"5,615",2.23,0,0.00
376300,디어유 ,"24,700",-250,-1.00,-,-,"1,476",16.73,"5,623",4.39,0,0.00
141020,디에스앤엘 ,"1,335",0,0.00,-,-,-,-,"5,056",0.26,0,0.00
109740,디에스케이 ,"5,610",-110,-1.92,-,-,-,-,"5,255",1.07,0,0.00
196490,디에이테크놀로지 ,"3,600",80,2.27,-,-,-,-,"3,887",0.93,0,0.00
066900,디에이피 ,"2,665",-45,-1.66,463,5.76,-,-,"6,501",0.41,0,0.00
180400,디엑스앤브이엑스 ,"7,740",0,0.00,-,-,-,-,"1,235",6.27,0,0.00
127120,디엔에이링크 ,"3,395",95,2.88,-,-,-,-,"1,999",1.70,0,0.00
092070,디엔에프 ,"13,750",600,4.56,"1,083",12.70,"2,129",6.46,"12,426",1.11,200,1.45
039840,디오 ,"19,350",-350,-1.78,"1,932",10.02,"2,272",8.52,"12,629",1.53,0,0.00
013570,디와이 ,"5,450",30,0.55,-,-,-,-,"13,963",0.39,120,2.20
219550,디와이디 ,968,-9,-0.92,-,-,-,-,107,9.05,0,0.00
310870,디와이씨 ,"1,455",5,0.34,-,-,-,-,"2,008",0.72,0,0.00
210540,디와이파워 ,"11,450",350,3.15,"2,814",4.07,-,-,"20,476",0.56,300,2.62
104460,디와이피엔에프 ,"40,900",0,0.00,499,81.96,-,-,"9,939",4.12,100,0.24
079810,디이엔티 ,"10,550",630,6.35,62,170.16,"1,061",9.94,"1,711",6.17,0,0.00
113810,디젠스 ,"1,010",10,1.00,115,8.78,-,-,518,1.95,0,0.00
043360,디지아이 ,"3,505",-5,-0.14,-,-,-,-,"5,102",0.69,0,0.00
197140,디지캡 ,"3,435",-25,-0.72,9,381.67,-,-,"4,680",0.73,0,0.00
068930,디지털대성 ,"6,540",20,0.31,662,9.88,917,7.13,"5,502",1.19,300,4.59
033130,디지틀조선 ,"2,320",-30,-1.28,74,31.35,-,-,"2,225",1.04,20,0.86
105740,디케이락 ,"12,400",450,3.77,"1,065",11.64,-,-,"11,709",1.06,200,1.61
263020,디케이앤디 ,"3,070",25,0.82,-,-,-,-,"3,477",0.88,50,1.63
290550,디케이티 ,"8,770",-130,-1.46,531,16.52,-,-,"4,785",1.83,0,0.00
187220,디티앤씨 ,"4,710",-225,-4.56,-,-,-,-,"7,925",0.59,0,0.00
131180,딜리 ,"1,410",-10,-0.70,110,12.82,-,-,"2,057",0.69,40,2.84
315640,딥노이드 ,"5,730",-170,-2.88,-,-,-,-,"1,468",3.90,0,0.00
317120,라닉스 ,"5,690",-50,-0.87,-,-,-,-,"2,002",2.84,0,0.00
042510,라온시큐어 ,"2,380",-25,-1.04,-,-,-,-,805,2.96,0,0.00
232680,라온테크 ,"9,670",-40,-0.41,504,19.19,"1,385",6.98,"1,582",6.11,0,0.00
300120,라온피플 ,"4,605",-30,-0.65,-,-,-,-,"2,522",1.83,0,0.00
171120,라이온켐텍 ,"9,100",-10,-0.11,475,19.16,-,-,"6,456",1.41,200,2.20
069540,라이트론 ,"2,980",20,0.68,-,-,-,-,"2,142",1.39,0,0.00
347700,라이프시맨틱스 ,"4,305",95,2.26,-,-,-,-,"1,290",3.34,0,0.00
214260,라파스 ,"18,950",-150,-0.79,578,32.79,-,-,"6,092",3.11,0,0.00
115390,락앤락 ,"6,120",-30,-0.49,311,19.68,-,-,"13,779",0.44,0,0.00
200350,래몽래인 ,"21,400",900,4.39,465,46.02,"1,135",18.86,"7,145",3.00,0,0.00
171010,램테크놀러지 ,"5,510",-10,-0.18,237,23.25,-,-,"3,166",1.74,0,0.00
084650,랩지노믹스 ,"6,810",-100,-1.45,"2,497",2.73,-,-,"4,747",1.43,300,4.41
217500,러셀 ,"2,960",5,0.17,213,13.90,418,7.08,"1,719",1.72,30,1.01
141080,레고켐바이오 ,"33,150","-1,700",-4.88,-,-,-,-,"9,497",3.49,0,0.00
060300,레드로버 ,30,-6,-16.67,-,-,-,-,309,0.10,0,0.00
038390,레드캡투어 ,"18,650",0,0.00,"1,485",12.56,-,-,"21,711",0.86,800,4.29
294140,레몬 ,"3,860",-55,-1.40,-,-,-,-,761,5.07,0,0.00
228670,레이 ,"18,350",-300,-1.61,-,-,"1,694",10.83,"6,981",2.63,0,0.00
228850,레이언스 ,"9,610",-10,-0.10,919,10.46,"1,277",7.53,"12,746",0.75,100,1.04
412350,레이저쎌 ,"7,340",-120,-1.61,-,-,-,-,"1,739",4.22,0,0.00
281740,레이크머티리얼즈 ,"5,540",-90,-1.60,275,20.15,569,9.74,884,6.27,0,0.00
277810,레인보우로보틱스 ,"30,300",600,2.02,-,-,336,90.27,"2,895",10.47,0,0.00
215100,로보로보 ,"6,190",-20,-0.32,-,-,-,-,"1,497",4.13,0,0.00
090360,로보스타 ,"18,150",450,2.54,168,108.04,-,-,"8,829",2.06,0,0.00
108490,로보티즈 ,"24,800","1,250",5.31,65,381.54,-,-,"6,164",4.02,0,0.00
067730,로지시스 ,"4,450",35,0.79,215,20.70,-,-,"1,942",2.29,150,3.37
071280,로체시스템즈 ,"7,500",270,3.73,634,11.83,"1,309",5.73,"5,602",1.34,20,0.27
032350,롯데관광개발 ,"9,040",-170,-1.85,-,-,-,-,811,11.15,0,0.00
089860,롯데렌탈 ,"29,700",-250,-0.83,"3,687",8.06,"4,780",6.21,"33,557",0.89,900,3.03
000400,롯데손해보험 ,"1,520",20,1.33,379,4.01,-,-,"3,242",0.47,0,0.00
023530,롯데쇼핑 ,"89,000",-600,-0.67,-,-,"8,505",10.46,"356,677",0.25,"2,800",3.15
004000,롯데정밀화학 ,"57,600","-1,200",-2.04,"22,986",2.51,"13,310",4.33,"86,322",0.67,"2,300",3.99
286940,롯데정보통신 ,"24,100",550,2.34,"2,291",10.52,"1,977",12.19,"28,633",0.84,700,2.90
280360,롯데제과 ,"130,500","-1,000",-0.76,"5,442",23.98,"14,523",8.99,"192,466",0.68,"1,600",1.23
004990,롯데지주 ,"34,500",600,1.77,"4,315",8.00,"3,840",8.99,"97,570",0.35,"1,500",4.35
00499K,롯데지주우 ,"43,900",350,0.80,-,-,-,-,-,-,"1,550",3.53
005300,롯데칠성 ,"132,500","-3,500",-2.57,"13,341",9.93,"17,106",7.75,"143,885",0.92,"3,000",2.26
005305,롯데칠성우 ,"64,100","-1,000",-1.54,-,-,-,-,-,-,"3,005",4.69
011170,롯데케미칼 ,"159,000","-1,000",-0.63,"39,260",4.05,"17,022",9.34,"420,424",0.38,"8,300",5.22
071840,롯데하이마트 ,"13,600",-150,-1.09,-,-,595,22.84,"78,984",0.17,"1,000",7.35
328130,루닛 ,"23,450","-1,950",-7.68,-,-,-,-,187,125.40,0,0.00
038060,루멘스 ,"1,085",5,0.46,-,-,-,-,"1,568",0.69,0,0.00
085370,루트로닉 ,"17,950",-350,-1.91,"1,096",16.38,"1,883",9.53,"4,715",3.81,192,1.07
08537M,루트로닉3우C ,"25,300",-400,-1.56,-,-,-,-,-,-,302,1.19
060240,룽투코리아 ,"2,820",-80,-2.76,-,-,-,-,"2,583",1.09,0,0.00
058470,리노공업 ,"136,800",200,0.15,"6,839",20.00,"8,555",15.99,"27,518",4.97,"2,500",1.83
039980,리노스 ,944,14,1.51,23,41.04,-,-,"1,604",0.59,0,0.00
019570,리더스 기술투자 ,530,-1,-0.19,-,-,-,-,397,1.34,0,0.00
016100,리더스코스메틱 ,"2,620",0,0.00,-,-,-,-,"3,039",0.86,0,0.00
012700,리드코프 ,"7,580",-60,-0.79,"1,570",4.83,-,-,"16,788",0.45,800,10.55
302550,리메드 ,"12,000",50,0.42,123,97.56,-,-,"4,259",2.82,0,0.00
377450,리파인 ,"7,280",90,1.25,"1,230",5.92,-,-,"7,964",0.91,0,0.00
277070,린드먼아시아 ,"3,535",-95,-2.62,398,8.88,-,-,"4,011",0.88,42,1.19
042500,링네트 ,"3,915",-45,-1.14,674,5.81,-,-,"5,940",0.66,0,0.00
219420,링크제니시스 ,"5,340",-60,-1.11,394,13.55,-,-,"3,532",1.51,0,0.00
027740,마니커 ,"1,355",55,4.23,-,-,-,-,745,1.82,0,0.00
195500,마니커에프앤지 ,"3,220",45,1.42,-,-,-,-,"4,090",0.79,0,0.00
305090,마이크로디지탈 ,"3,790",-60,-1.56,-,-,-,-,817,4.64,0,0.00
098120,마이크로컨텍솔 ,"5,440",30,0.55,904,6.02,-,-,"5,012",1.09,30,0.55
147760,마이크로프랜드 ,"4,040",40,1.00,726,5.56,-,-,"5,148",0.78,0,0.00
377480,마인즈랩 ,"11,700",350,3.08,389,30.08,-,-,"4,928",2.37,0,0.00
038290,마크로젠 ,"20,850",300,1.46,114,182.89,806,25.88,"20,290",1.03,300,1.44
001080,만호제강 ,"43,400","6,100",16.35,290,149.66,-,-,"76,621",0.57,200,0.46
267980,매일유업 ,"47,050",-300,-0.63,"9,820",4.79,"8,045",5.85,"67,256",0.70,"1,200",2.55
005990,매일홀딩스 ,"8,230",-150,-1.79,"3,575",2.30,-,-,"26,268",0.31,150,1.82
093520,매커스 ,"6,960",80,1.16,"2,076",3.35,-,-,"6,623",1.05,120,1.72
377030,맥스트 ,"10,600",-300,-2.75,-,-,-,-,869,12.20,0,0.00
100590,머큐리 ,"5,900",70,1.20,383,15.40,-,-,"5,858",1.01,0,0.00
067280,멀티캠퍼스 ,"34,900",-650,-1.83,"3,439",10.15,-,-,"23,142",1.51,600,1.72
072870,메가스터디 ,"10,800",-150,-1.37,"2,145",5.03,-,-,"25,244",0.43,600,5.56
215200,메가스터디교육 ,"80,900","-1,400",-1.70,"6,893",11.74,"10,880",7.44,"28,762",2.81,"2,000",2.47
133750,메가엠디 ,"2,810",5,0.18,301,9.34,-,-,"3,017",0.93,150,5.34
235980,메드팩토 ,"22,700",-850,-3.61,-,-,-,-,"2,089",10.87,0,0.00
041920,메디아나 ,"4,690",-10,-0.21,550,8.53,-,-,"4,936",0.95,27,0.58
014100,메디앙스 ,"3,010",-15,-0.50,378,7.96,-,-,"8,055",0.37,0,0.00
054180,메디콕스 ,"8,940",250,2.88,-,-,-,-,"7,000",1.28,0,0.00
086900,메디톡스 ,"103,500","-1,700",-1.62,"15,377",6.73,"5,824",17.77,"60,506",1.71,0,0.00
078160,메디포스트 ,"14,850",0,0.00,-,-,-,-,"9,878",1.50,0,0.00
065650,메디프론 ,"1,295",-25,-1.89,-,-,-,-,970,1.34,0,0.00
138040,메리츠금융지주 ,"22,350",150,0.68,"5,932",3.77,-,-,"29,591",0.76,210,0.94
008560,메리츠증권 ,"3,760",-75,-1.96,"1,201",3.13,888,4.23,"8,360",0.45,100,2.66
000060,메리츠화재 ,"31,900",-150,-0.47,"5,768",5.53,"6,802",4.69,"22,086",1.44,620,1.94
021880,메이슨캐피탈 ,381,4,1.06,-,-,-,-,374,1.02,0,0.00
140410,메지온 ,"12,950",-400,-3.00,-,-,-,-,"2,355",5.50,0,0.00
241770,메카로 ,"10,550",0,0.00,816,12.93,-,-,"15,088",0.70,160,1.52
090370,메타랩스 ,620,-2,-0.32,-,-,-,-,704,0.88,0,0.00
059210,메타바이오메드 ,"2,200",20,0.92,422,5.21,-,-,"2,547",0.86,20,0.91
058110,멕아이씨에스 ,"3,980",-140,-3.40,607,6.56,-,-,"4,528",0.88,83,2.09
096640,멜파스 ,"1,495",0,0.00,-,-,-,-,986,1.52,0,0.00
017180,명문제약 ,"2,460",-25,-1.01,-,-,-,-,"2,374",1.04,0,0.00
257370,명성티엔에스 ,"9,210",0,0.00,-,-,-,-,"3,306",2.79,0,0.00
009900,명신산업 ,"17,200",-100,-0.58,956,17.99,"1,994",8.62,"5,662",3.04,0,0.00
012690,모나리자 ,"2,945",-20,-0.67,89,33.09,-,-,"2,058",1.43,0,0.00
005360,모나미 ,"3,145",-45,-1.41,827,3.80,-,-,"5,405",0.58,100,3.18
080420,모다이노칩 ,"3,100",5,0.16,144,21.53,-,-,"4,454",0.70,0,0.00
417970,모델솔루션 ,"21,650",-700,-3.13,"1,391",15.56,-,-,"4,963",4.36,0,0.00
080160,모두투어 ,"14,700",-400,-2.65,"1,012",14.53,826,17.80,"4,007",3.67,0,0.00
087260,모바일어플라이언스 ,"3,350",5,0.15,77,43.51,-,-,"1,347",2.49,0,0.00
101330,모베이스 ,"2,925",-15,-0.51,249,11.75,-,-,"12,025",0.24,0,0.00
012860,모베이스전자 ,"1,320",-20,-1.49,131,10.08,-,-,"2,596",0.51,0,0.00
363260,모비데이즈 ,850,-2,-0.23,-,-,-,-,-,-,0,0.00
348030,모비릭스 ,"12,800",100,0.79,"1,083",11.82,-,-,"7,911",1.62,0,0.00
250060,모비스 ,"1,715",0,0.00,-,-,-,-,933,1.84,0,0.00
288980,모아데이타 ,"2,030",-5,-0.25,57,35.61,-,-,707,2.87,0,0.00
033200,모아텍 ,"5,980",-20,-0.33,-,-,-,-,"7,713",0.78,0,0.00
333050,모코엠시스 ,"1,540",-15,-0.96,-,-,-,-,-,-,0,0.00
009680,모토닉 ,"7,700",-10,-0.13,548,14.05,-,-,"19,169",0.40,400,5.19
118990,모트렉스 ,"15,450",50,0.32,504,30.65,-,-,"5,680",2.72,0,0.00
006920,모헨즈 ,"3,845",40,1.05,-,-,-,-,"2,111",1.82,0,0.00
009580,무림P&P ,"4,845",85,1.79,298,16.26,"1,145",4.23,"9,788",0.49,125,2.58
001810,무림SP ,"2,650",40,1.53,190,13.95,-,-,"9,520",0.28,25,0.94
009200,무림페이퍼 ,"2,430",15,0.62,-,-,-,-,"9,473",0.26,25,1.03
033920,무학 ,"4,810",-70,-1.43,-,-,-,-,"18,822",0.26,230,4.78
008420,문배철강 ,"3,480",0,0.00,"1,295",2.69,-,-,"7,298",0.48,75,2.16
279600,미디어젠 ,"10,850",50,0.46,34,319.12,-,-,"3,785",2.87,0,0.00
095500,미래나노텍 ,"19,950","4,600",29.97,940,21.22,-,-,"8,392",2.38,100,0.50
025560,미래산업 ,"8,810",-120,-1.34,"1,843",4.78,-,-,"19,102",0.46,0,0.00
218150,미래생명자원 ,"4,710",-210,-4.27,64,73.59,-,-,"1,854",2.54,0,0.00
007120,미래아이앤지 ,286,-10,-3.38,-,-,-,-,552,0.52,0,0.00
353490,미래에셋대우스팩 5호 ,"2,025",-5,-0.25,-,-,-,-,-,-,0,0.00
100790,미래에셋벤처투자 ,"4,100",-150,-3.53,"1,660",2.47,-,-,"5,131",0.80,83,2.02
412930,미래에셋비전스팩1호 ,"2,005",-15,-0.74,-,-,-,-,-,-,0,0.00
085620,미래에셋생명 ,"2,655",-25,-0.93,604,4.40,613,4.33,"14,579",0.18,100,3.77
006800,미래에셋증권 ,"6,230",-170,-2.66,"1,803",3.46,"1,042",5.98,"16,780",0.37,300,4.82
00680K,미래에셋증권2우B ,"3,690",0,0.00,-,-,-,-,-,-,300,8.13
006805,미래에셋증권우 ,"4,145",5,0.12,-,-,-,-,-,-,330,7.96
049950,미래컴퍼니 ,"21,000",-150,-0.71,837,25.09,-,-,"13,548",1.55,100,0.48
207760,미스터블루 ,"4,980",180,3.75,274,18.18,-,-,"2,634",1.89,25,0.50
002840,미원상사 ,"168,500",0,0.00,"11,641",14.47,-,-,"59,795",2.82,"6,000",3.56
268280,미원에스씨 ,"164,000","-2,000",-1.20,"15,897",10.32,-,-,"65,109",2.52,"2,100",1.28
107590,미원홀딩스 ,"110,500","-4,500",-3.91,"14,308",7.72,-,-,"87,327",1.27,500,0.45
134380,미원화학 ,"59,300",-500,-0.84,"5,571",10.64,-,-,"58,718",1.01,"2,500",4.22
003650,미창석유 ,"74,200",-400,-0.54,"21,903",3.39,-,-,"199,594",0.37,"2,500",3.37
059090,미코 ,"9,360",290,3.20,-,-,-,-,"6,192",1.51,70,0.75
214610,미코바이오메드 ,"5,880",-40,-0.68,-,-,-,-,"2,857",2.06,0,0.00
201490,미투온 ,"4,585",-45,-0.97,293,15.65,-,-,"3,262",1.41,0,0.00
206640,바디텍메드 ,"10,550",-50,-0.47,"1,937",5.45,-,-,"6,688",1.58,200,1.90
018700,바른손 ,"2,400",-15,-0.62,559,4.29,-,-,"2,171",1.11,0,0.00
035620,바른손이앤에이 ,819,-5,-0.61,122,6.71,-,-,"1,485",0.55,0,0.00
064520,바른전자 ,"5,530",-210,-3.66,185,29.89,-,-,"4,935",1.12,0,0.00
053030,바이넥스 ,"11,150",-300,-2.62,614,18.16,645,17.30,"5,834",1.91,0,0.00
301300,바이브컴퍼니 ,"16,800",-400,-2.33,-,-,-,-,"5,853",2.87,0,0.00
064550,바이오니아 ,"27,700",100,0.36,"1,073",25.82,-,-,"7,867",3.52,0,0.00
314930,바이오다인 ,"18,200",0,0.00,-,-,-,-,"6,546",2.78,0,0.00
208710,바이오로그디바이스 ,996,-9,-0.90,-,-,-,-,"1,195",0.83,0,0.00
086820,바이오솔루션 ,"11,600",0,0.00,-,-,-,-,"5,635",2.06,0,0.00
038460,바이오스마트 ,"3,260",-60,-1.81,73,44.66,-,-,"5,162",0.63,0,0.00
251120,바이오에프디엔씨 ,"18,200",300,1.68,394,46.19,671,27.11,"2,148",8.47,0,0.00
086040,바이오톡스텍 ,"7,250",-30,-0.41,487,14.89,-,-,"2,811",2.58,0,0.00
099430,바이오플러스 ,"28,700",300,1.06,824,34.83,"2,080",13.80,"5,617",5.11,0,0.00
032980,바이온 ,886,0,0.00,-,-,-,-,996,0.89,0,0.00
222160,바이옵트로 ,"4,515",-140,-3.01,60,75.25,-,-,"2,907",1.55,0,0.00
308080,바이젠셀 ,"7,990",-140,-1.72,-,-,-,-,"5,565",1.44,0,0.00
043150,바텍 ,"30,800",-300,-0.96,"3,449",8.93,"4,775",6.45,"18,394",1.67,100,0.32
323990,박셀바이오 ,"36,200","-1,050",-2.82,-,-,-,-,"1,976",18.32,0,0.00
003610,방림 ,"7,440",0,0.00,191,38.95,-,-,"5,145",1.45,45,0.60
267790,배럴 ,"5,290",-100,-1.86,-,-,-,-,"4,611",1.15,0,0.00
001340,백광산업 ,"4,575",135,3.04,337,13.58,-,-,"4,293",1.07,50,1.09
046310,백금T&A ,"2,470",-30,-1.20,354,6.98,-,-,"2,638",0.94,0,0.00
035150,백산 ,"8,790",-70,-0.79,797,11.03,"1,883",4.67,"6,016",1.46,100,1.14
331520,밸로프 ,"1,285",-25,-1.91,-,-,-,-,-,-,0,0.00
066410,버킷스튜디오 ,"1,110",-20,-1.77,"1,217",0.91,-,-,"2,485",0.45,0,0.00
002410,범양건영 ,"3,220",20,0.63,194,16.60,-,-,"3,456",0.93,0,0.00
382900,범한퓨얼셀 ,"29,300",950,3.35,617,47.49,-,-,"3,756",7.80,0,0.00
206400,베노홀딩스 ,"3,325",40,1.22,367,9.06,-,-,"3,105",1.07,0,0.00
019010,베뉴지 ,"2,140",-35,-1.61,"1,036",2.07,-,-,"7,537",0.28,30,1.40
177350,베셀 ,"6,350",720,12.79,718,8.84,-,-,"3,268",1.94,0,0.00
299910,베스파 ,"3,165",0,0.00,-,-,-,-,-,-,0,0.00
007210,벽산 ,"2,030",45,2.27,-,-,-,-,"4,049",0.50,10,0.49
225530,보광산업 ,"6,030",30,0.50,269,22.42,-,-,"2,321",2.60,150,2.49
250000,보라티알 ,"10,900",-300,-2.68,955,11.41,-,-,"9,223",1.18,200,1.83
002760,보락 ,"1,435",-5,-0.35,28,51.25,-,-,760,1.89,5,0.35
003850,보령 ,"10,400",-150,-1.42,689,15.09,702,14.82,"7,192",1.45,100,0.96
310210,보로노이 ,"20,750",-450,-2.12,-,-,-,-,634,32.73,0,0.00
006910,보성파워텍 ,"4,200",70,1.69,-,-,-,-,"1,872",2.24,0,0.00
000890,보해양조 ,627,-1,-0.16,-,-,-,-,611,1.03,0,0.00
226340,본느 ,"1,370",-10,-0.72,-,-,-,-,730,1.88,0,0.00
003000,부광약품 ,"7,600",-150,-1.94,-,-,-,-,"3,938",1.93,100,1.32
001270,부국증권 ,"18,400",200,1.10,"8,672",2.12,-,-,"74,017",0.25,"1,600",8.70
001275,부국증권우 ,"17,900",-50,-0.28,-,-,-,-,-,-,"1,650",9.22
026940,부국철강 ,"3,270",10,0.31,440,7.43,-,-,"6,021",0.54,75,2.29
014470,부방 ,"1,890",-10,-0.53,-,-,-,-,"2,920",0.65,0,0.00
011390,부산산업 ,"63,300",-400,-0.63,-,-,-,-,"52,585",1.20,250,0.39
005030,부산주공 ,642,5,0.78,-,-,-,-,351,1.83,0,0.00
008470,부스타 ,"5,130",10,0.20,280,18.32,-,-,"9,871",0.52,60,1.17
338220,뷰노 ,"5,970",-170,-2.77,-,-,-,-,"2,016",2.96,0,0.00
100120,뷰웍스 ,"31,150",50,0.16,"3,575",8.71,"4,204",7.41,"20,479",1.52,750,2.41
337930,브랜드엑스코퍼레이션 ,"4,615",-85,-1.81,267,17.28,982,4.70,"2,324",1.99,100,2.17
099390,브레인즈컴퍼니 ,"7,350",-20,-0.27,655,11.22,-,-,"4,960",1.48,120,1.63
064480,브리지텍 ,"3,970",-70,-1.73,245,16.20,-,-,"3,458",1.15,120,3.02
288330,브릿지바이오테라퓨틱스 ,"10,450",-50,-0.48,-,-,-,-,"2,184",4.78,0,0.00
365900,브이씨 ,"6,280",-70,-1.10,"1,251",5.02,-,-,"5,468",1.15,0,0.00
251630,브이원텍 ,"6,260",-20,-0.32,818,7.65,-,-,"6,700",0.93,100,1.60
018290,브이티지엠피 ,"5,240",-20,-0.38,456,11.49,-,-,"2,368",2.21,0,0.00
044480,블루베리 NFT ,"1,295",0,0.00,-,-,-,-,"1,430",0.91,0,0.00
033560,블루콤 ,"4,015",-20,-0.50,4,"1,003.75",-,-,"9,373",0.43,5,0.12
369370,블리츠웨이 ,"2,010",-25,-1.23,-,-,-,-,458,4.39,0,0.00
126340,비나텍 ,"45,450","1,450",3.30,"1,415",32.12,"2,079",21.87,"9,398",4.84,0,0.00
121800,비덴트 ,"3,620",-45,-1.23,"4,876",0.74,-,-,"12,509",0.29,0,0.00
148140,비디아이 ,640,0,0.00,-,-,-,-,262,2.44,0,0.00
082800,비보존 헬스케어 ,780,-1,-0.13,-,-,-,-,501,1.56,0,0.00
318410,비비씨 ,"9,140",-40,-0.44,635,14.39,-,-,"12,802",0.71,0,0.00
002070,비비안 ,"1,300",-10,-0.76,-,-,-,-,"3,466",0.38,0,0.00
100220,비상교육 ,"5,810",-60,-1.02,494,11.76,-,-,"16,316",0.36,220,3.79
419540,비스토스 ,"2,500",-30,-1.19,-,-,-,-,-,-,0,0.00
146320,비씨엔씨 ,"16,450",250,1.54,810,20.31,"1,368",12.03,"3,042",5.41,0,0.00
200780,비씨월드제약 ,"7,080",180,2.61,360,19.67,-,-,"12,219",0.58,100,1.41
141000,비아트론 ,"8,320",-80,-0.95,"1,175",7.08,"1,307",6.37,"13,359",0.62,100,1.20
090460,비에이치 ,"23,450",0,0.00,"2,630",8.92,"4,388",5.34,"13,066",1.79,250,1.07
083650,비에이치아이 ,"5,720",220,4.00,-,-,-,-,"2,475",2.31,0,0.00
142760,비엘 ,"4,040",-125,-3.00,-,-,-,-,"1,475",2.74,0,0.00
065170,비엘팜텍 ,778,0,0.00,-,-,-,-,657,1.18,0,0.00
086670,비엠티 ,"14,550",600,4.30,707,20.58,-,-,"9,941",1.46,150,1.03
335890,비올 ,"2,285",-5,-0.22,80,28.56,263,8.70,463,4.94,0,0.00
138580,비즈니스온 ,"7,740",0,0.00,261,29.66,426,18.15,"2,830",2.73,200,2.58
082920,비츠로셀 ,"12,400",0,0.00,796,15.58,"1,296",9.57,"7,827",1.58,150,1.21
054220,비츠로시스 ,"1,530",0,0.00,218,7.02,-,-,559,2.74,0,0.00
042370,비츠로테크 ,"5,640",-90,-1.57,500,11.28,-,-,"7,930",0.71,50,0.89
030790,비케이탑스 ,904,0,0.00,-,-,-,-,333,2.71,0,0.00
050090,비케이홀딩스 ,468,-11,-2.30,-,-,-,-,318,1.47,0,0.00
307870,비투엔 ,"1,935",-25,-1.28,-,-,-,-,602,3.21,0,0.00
357880,비트나인 ,"6,490",-160,-2.41,140,46.36,-,-,"3,227",2.01,0,0.00
032850,비트컴퓨터 ,"5,770",-60,-1.03,294,19.63,-,-,"3,566",1.62,61,1.06
148780,비플라이소프트 ,930,-3,-0.32,-,-,-,-,88,10.57,0,0.00
238200,비피도 ,"6,180",-60,-0.96,551,11.22,-,-,"6,191",1.00,0,0.00
093190,빅솔론 ,"8,110",180,2.27,"1,594",5.09,-,-,"10,580",0.77,250,3.08
065450,빅텍 ,"6,790",110,1.65,184,36.90,-,-,"2,034",3.34,30,0.44
005180,빙그레 ,"38,250",100,0.26,-,-,"3,085",12.40,"63,095",0.61,"1,400",3.66
072950,빛샘전자 ,"5,900",-10,-0.17,676,8.73,-,-,"10,695",0.55,100,1.69
143240,사람인에이치알 ,"31,400","-1,550",-4.70,"2,902",10.82,"3,234",9.71,"13,729",2.29,600,1.91
003960,사조대림 ,"23,250",-500,-2.11,"8,528",2.73,-,-,"57,550",0.40,300,1.29
008040,사조동아원 ,"1,040",-10,-0.95,18,57.78,-,-,"1,617",0.64,0,0.00
007160,사조산업 ,"41,150",-600,-1.44,"9,031",4.56,-,-,"90,026",0.46,300,0.73
014710,사조씨푸드 ,"4,630",-90,-1.91,572,8.09,-,-,"13,357",0.35,60,1.30
