종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
086060,진바이오텍 ,"3,885",-55,-1.40,-,-,-,-,"5,104",0.76,0,0.00
036890,진성티이씨 ,"11,300",350,3.20,856,13.20,-,-,"8,441",1.34,200,1.77
363250,진시스템 ,"5,380",30,0.56,568,9.47,-,-,"6,408",0.84,0,0.00
003780,진양산업 ,"6,710",10,0.15,477,14.07,-,-,"3,652",1.84,175,2.61
007370,진양제약 ,"6,240",-20,-0.32,853,7.32,-,-,"5,844",1.07,100,1.60
010640,진양폴리 ,"5,710",-40,-0.70,380,15.03,-,-,"2,947",1.94,175,3.06
100250,진양홀딩스 ,"2,980",-10,-0.33,183,16.28,-,-,"5,936",0.50,170,5.70
051630,진양화학 ,"3,730",-15,-0.40,-,-,-,-,"1,953",1.91,0,0.00
272450,진에어 ,"12,800",-200,-1.54,-,-,"1,038",12.33,"3,352",3.82,0,0.00
011000,진원생명과학 ,"7,300",-200,-2.67,-,-,-,-,"2,659",2.75,0,0.00
002780,진흥기업 ,"1,245",0,0.00,367,3.39,-,-,"1,166",1.07,0,0.00
002787,진흥기업2우B ,"13,100",50,0.38,-,-,-,-,-,-,0,0.00
002785,진흥기업우B ,"4,835",-110,-2.22,-,-,-,-,-,-,0,0.00
085660,차바이오텍 ,"13,400",-300,-2.19,-,-,-,-,"8,106",1.65,0,0.00
261780,차백신연구소 ,"5,000",0,0.00,-,-,-,-,"1,499",3.34,0,0.00
009310,참엔지니어링 ,887,-10,-1.11,-,-,-,-,"1,387",0.64,0,0.00
158310,참존글로벌 ,112,-26,-18.84,335,0.33,-,-,557,0.20,0,0.00
094850,참좋은여행 ,"8,950",-60,-0.67,-,-,-,-,"6,832",1.31,0,0.00
004650,창해에탄올 ,"11,250",-100,-0.88,"1,297",8.67,-,-,"17,750",0.63,600,5.33
278280,천보 ,"221,100","5,900",2.74,"4,438",49.82,"7,451",29.67,"28,680",7.71,300,0.14
000650,천일고속 ,"61,000",200,0.33,-,-,-,-,"25,177",2.42,"2,500",4.10
362320,청담글로벌 ,"8,150",-70,-0.85,388,21.01,"1,370",5.95,"1,715",4.75,0,0.00
066360,체리부로 ,968,-3,-0.31,-,-,-,-,991,0.98,0,0.00
033250,체시스 ,911,-1,-0.11,-,-,-,-,"1,040",0.88,0,0.00
047820,초록뱀미디어 ,"10,500",-250,-2.33,-,-,-,-,"15,090",0.70,0,0.00
131100,초록뱀이앤엠 ,"2,315",-20,-0.86,-,-,-,-,"2,960",0.78,0,0.00
052300,초록뱀컴퍼니 ,557,-5,-0.89,942,0.59,-,-,"2,655",0.21,0,0.00
118000,초록뱀헬스케어 ,553,-9,-1.60,118,4.69,-,-,"1,468",0.38,0,0.00
094360,칩스앤미디어 ,"15,850",-50,-0.31,650,24.38,985,16.10,"3,940",4.02,163,1.03
016790,카나리아바이오 ,"13,450",-200,-1.47,-,-,-,-,"1,876",7.17,20,0.15
016920,카스 ,"1,700",-5,-0.29,-,-,-,-,"2,117",0.80,15,0.88
284620,카이노스메드 ,"4,035",-5,-0.12,-,-,-,-,518,7.79,0,0.00
035720,카카오 ,"50,100","-2,200",-4.21,"3,221",15.55,"1,643",30.49,"23,018",2.18,53,0.11
293490,카카오게임즈 ,"37,400","-2,100",-5.32,"7,073",5.29,"3,052",12.25,"27,171",1.38,0,0.00
323410,카카오뱅크 ,"19,850",-400,-1.98,467,42.51,755,26.28,"11,620",1.71,0,0.00
377300,카카오페이 ,"37,750","-1,250",-3.21,-,-,128,294.40,"12,839",2.94,0,0.00
042000,카페24 ,"9,910",-390,-3.79,-,-,-,-,"10,431",0.95,0,0.00
006380,카프로 ,"2,265",40,1.80,49,46.22,-,-,"3,150",0.72,0,0.00
317530,캐리소프트 ,"4,635",-130,-2.73,-,-,-,-,"1,763",2.63,0,0.00
071850,캐스텍코리아 ,"2,000",-40,-1.96,-,-,-,-,"5,845",0.34,0,0.00
050110,캠시스 ,"2,070",-25,-1.19,-,-,-,-,"1,186",1.75,0,0.00
223310,커머스마이너 ,"3,320",0,0.00,-,-,-,-,"1,495",2.22,0,0.00
109070,컨버즈 ,"4,100",0,0.00,-,-,-,-,548,7.48,0,0.00
078340,컴투스 ,"73,700",-600,-0.81,"10,845",6.80,"5,214",14.13,"98,792",0.75,"1,300",1.76
063080,컴투스홀딩스 ,"44,550",-950,-2.09,"4,594",9.70,"4,405",10.11,"55,632",0.80,0,0.00
307930,컴퍼니케이 ,"4,820",0,0.00,"1,210",3.98,-,-,"4,766",1.01,250,5.19
079190,케스피온 ,"1,235",-25,-1.98,-,-,-,-,763,1.62,0,0.00
263700,케어랩스 ,"6,780",-220,-3.14,73,92.88,-,-,"5,939",1.14,0,0.00
214370,케어젠 ,"100,100","2,100",2.14,"2,582",38.77,-,-,"21,387",4.68,"2,300",2.30
221980,케이디켐 ,"13,500",600,4.65,"2,094",6.45,-,-,"23,124",0.58,500,3.70
001620,케이비아이동국실업 ,609,0,0.00,-,-,-,-,"1,921",0.32,0,0.00
342550,케이비제20호스팩 ,"2,000",5,0.25,-,-,-,-,-,-,0,0.00
424140,케이비제21호스팩 ,"2,000",0,0.00,-,-,-,-,-,-,0,0.00
436530,케이비제22호스팩 ,"1,995",-5,-0.25,-,-,-,-,-,-,0,0.00
440200,케이비제23호스팩 ,"1,940",-5,-0.26,-,-,-,-,-,-,0,0.00
192250,케이사인 ,"1,455",-5,-0.34,82,17.74,-,-,974,1.49,15,1.03
029460,케이씨 ,"15,300",0,0.00,"4,200",3.64,-,-,"53,833",0.28,300,1.96
115500,케이씨에스 ,"5,080",80,1.60,223,22.78,-,-,"1,715",2.96,220,4.33
281820,케이씨텍 ,"15,000",-100,-0.66,"2,011",7.46,"2,113",7.10,"18,467",0.81,220,1.47
089150,케이씨티 ,"3,980",140,3.65,14,284.29,-,-,"2,053",1.94,50,1.26
025880,케이씨피드 ,"2,535",-55,-2.12,255,9.94,-,-,"3,597",0.70,40,1.58
093320,케이아이엔엑스 ,"54,000","1,200",2.27,"3,254",16.59,-,-,"25,579",2.11,500,0.93
073010,케이에스피 ,"1,735",-20,-1.14,63,27.54,-,-,726,2.39,0,0.00
105330,케이엔더블유 ,"8,550",-60,-0.70,89,96.07,-,-,"4,843",1.77,0,0.00
272110,케이엔제이 ,"11,450",150,1.33,780,14.68,"1,721",6.66,"5,518",2.08,0,0.00
039420,케이엘넷 ,"2,615",-15,-0.57,270,9.69,-,-,"2,012",1.30,80,3.06
083550,케이엠 ,"5,520",-30,-0.54,722,7.65,-,-,"12,084",0.46,70,1.27
032500,케이엠더블유 ,"23,000",-750,-3.16,-,-,-,-,"6,291",3.66,0,0.00
225430,케이엠제약 ,"1,245",-10,-0.80,-,-,-,-,"1,445",0.86,0,0.00
102370,케이옥션 ,"4,855",-120,-2.41,477,10.18,-,-,"3,124",1.55,0,0.00
381970,케이카 ,"12,250",600,5.15,"1,004",12.20,"1,239",9.89,"5,729",2.14,750,6.12
036030,케이티알파 ,"5,260",-30,-0.57,-,-,-,-,"4,452",1.18,0,0.00
064820,케이프 ,"4,925",35,0.72,931,5.29,-,-,"6,508",0.76,100,2.03
256940,케이피에스 ,"5,390",-100,-1.82,-,-,-,-,"3,292",1.64,0,0.00
024880,케이피에프 ,"6,300",70,1.12,-,-,-,-,"9,417",0.67,0,0.00
042040,케이피엠테크 ,381,-4,-1.04,-,-,-,-,657,0.58,0,0.00
054410,케이피티유 ,"5,490",40,0.73,"1,199",4.58,-,-,"7,478",0.73,0,0.00
258610,케일럼 ,"3,040",-35,-1.14,-,-,-,-,"2,977",1.02,0,0.00
274090,켄코아에어로스페이스 ,"14,150",100,0.71,-,-,935,15.13,"2,169",6.52,0,0.00
217600,켐온 ,"2,320",20,0.87,68,34.12,-,-,923,2.51,0,0.00
089010,켐트로닉스 ,"15,600",-150,-0.95,"1,975",7.90,"1,305",11.95,"9,713",1.61,300,1.92
220260,켐트로스 ,"9,020",160,1.81,166,54.34,-,-,"2,070",4.36,0,0.00
052400,코나아이 ,"15,000",-450,-2.91,"3,594",4.17,-,-,"9,393",1.60,0,0.00
402030,코난테크놀로지 ,"21,900",-550,-2.45,468,46.79,-,-,"3,220",6.80,0,0.00
391710,코닉오토메이션 ,"4,810",0,0.00,-,-,332,14.51,-,-,0,0.00
046070,코다코 ,987,1,0.10,176,5.61,-,-,610,1.62,0,0.00
047770,코데즈컴바인 ,"1,760",-15,-0.85,175,10.06,-,-,"1,383",1.27,0,0.00
078940,코드네이처 ,"1,225",30,2.51,-,-,-,-,448,2.73,0,0.00
080530,코디 ,"1,400",0,0.00,-,-,-,-,"1,304",1.07,0,0.00
224060,코디엠 ,613,0,0.00,-,-,-,-,"1,015",0.60,0,0.00
104540,코렌텍 ,"9,040",-70,-0.77,65,139.08,422,21.41,"4,548",1.99,0,0.00
027050,코리아나 ,"2,825",-30,-1.05,107,26.40,-,-,"2,696",1.05,0,0.00
290510,코리아센터 ,"5,170",-70,-1.34,111,46.58,-,-,"3,552",1.46,0,0.00
007815,코리아써우 ,"7,320",-80,-1.08,-,-,-,-,-,-,0,0.00
007810,코리아써키트 ,"14,250",50,0.35,"2,053",6.94,"3,952",3.61,"14,860",0.96,0,0.00
00781K,코리아써키트2우B ,"8,450",-60,-0.71,-,-,-,-,-,-,0,0.00
190650,코리아에셋투자증권 ,"7,650",40,0.53,"2,612",2.93,-,-,"14,959",0.51,700,9.15
123410,코리아에프티 ,"2,695",15,0.56,200,13.48,-,-,"4,794",0.56,60,2.23
003690,코리안리 ,"7,260",-10,-0.14,"1,423",5.10,"1,697",4.28,"24,697",0.29,525,7.23
036690,코맥스 ,"3,260",20,0.62,-,-,-,-,"3,479",0.94,50,1.53
049430,코메론 ,"10,000",-100,-0.99,"2,286",4.37,-,-,"20,212",0.49,200,2.00
183300,코미코 ,"45,300",-700,-1.52,"4,725",9.59,-,-,"22,240",2.04,550,1.21
041960,코미팜 ,"7,200",-300,-4.00,-,-,-,-,"1,040",6.92,0,0.00
089890,코세스 ,"8,090",230,2.93,700,11.56,-,-,"3,093",2.62,0,0.00
009730,코센 ,"2,715",0,0.00,-,-,-,-,"1,049",2.59,0,0.00
082660,코스나인 ,831,0,0.00,-,-,-,-,501,1.66,0,0.00
192820,코스맥스 ,"47,050","-2,200",-4.47,"6,944",6.78,"6,583",7.15,"49,474",0.95,550,1.17
044820,코스맥스비티아이 ,"7,770",-10,-0.13,"1,479",5.25,-,-,"32,252",0.24,260,3.35
222040,코스맥스엔비티 ,"3,860",-55,-1.40,-,-,340,11.36,"2,684",1.44,0,0.00
241710,코스메카코리아 ,"6,540",30,0.46,834,7.84,718,9.11,"13,319",0.49,0,0.00
005070,코스모신소재 ,"69,000","1,400",2.07,604,114.24,"1,430",48.26,"6,831",10.10,0,0.00
005420,코스모화학 ,"26,600","1,550",6.19,348,76.44,860,30.93,"4,803",5.54,0,0.00
069110,코스온 ,"2,630",0,0.00,-,-,-,-,733,3.59,0,0.00
071950,코아스 ,799,0,0.00,-,-,-,-,607,1.32,0,0.00
166480,코아스템 ,"9,300",-40,-0.43,-,-,-,-,"2,344",3.97,0,0.00
045970,코아시아 ,"6,100",-120,-1.93,-,-,-,-,"4,585",1.33,0,0.00
196450,코아시아옵틱스 ,"1,535",0,0.00,-,-,-,-,"1,831",0.84,0,0.00
029960,코엔텍 ,"8,040",10,0.12,596,13.49,875,9.19,"3,123",2.57,300,3.73
002020,코오롱 ,"23,150",450,1.98,"10,125",2.29,-,-,"64,159",0.36,550,2.38
003070,코오롱글로벌 ,"17,100","3,450",25.27,"5,454",3.14,-,-,"23,514",0.73,500,2.92
003075,코오롱글로벌우 ,"31,000","4,700",17.87,-,-,-,-,-,-,550,1.77
102940,코오롱생명과학 ,"34,600","1,000",2.98,-,-,-,-,"8,720",3.97,0,0.00
002025,코오롱우 ,"17,250",550,3.29,-,-,-,-,-,-,600,3.48
120110,코오롱인더 ,"45,000",700,1.58,"6,336",7.10,"7,920",5.68,"80,483",0.56,"1,300",2.89
120115,코오롱인더우 ,"24,200",50,0.21,-,-,-,-,-,-,"1,350",5.58
138490,코오롱플라스틱 ,"10,300",250,2.49,572,18.01,"1,045",9.85,"5,803",1.77,145,1.41
056000,코원플레이 ,"2,860",0,0.00,-,-,-,-,"1,155",2.48,0,0.00
021240,코웨이 ,"53,900","-1,200",-2.18,"6,418",8.40,"7,208",7.48,"26,268",2.05,"1,250",2.32
033290,코웰패션 ,"5,020",-130,-2.52,745,6.74,-,-,"5,122",0.98,130,2.59
056360,코위버 ,"6,830",0,0.00,750,9.11,-,-,"13,692",0.50,70,1.02
282880,코윈테크 ,"25,950",650,2.57,591,43.91,"1,819",14.27,"11,057",2.35,100,0.39
121850,코이즈 ,"2,075",-45,-2.12,-,-,-,-,264,7.86,0,0.00
015710,코콤 ,"4,985",380,8.25,260,19.17,-,-,"7,501",0.66,110,2.21
052330,코텍 ,"9,160",-110,-1.19,-,-,-,-,"20,215",0.45,0,0.00
322780,코퍼스코리아 ,"1,830",-10,-0.54,242,7.56,-,-,"1,422",1.29,15,0.82
126600,코프라 ,"4,930",20,0.41,39,126.41,-,-,"6,534",0.75,100,2.03
036420,콘텐트리중앙 ,"22,050",-350,-1.56,-,-,"1,322",16.68,"9,670",2.28,0,0.00
200130,콜마비앤에이치 ,"22,000",-450,-2.00,"2,365",9.30,"2,572",8.55,"13,051",1.69,385,1.75
031820,콤텍시스템 ,632,-8,-1.25,28,22.57,-,-,"1,158",0.55,0,0.00
294570,쿠콘 ,"26,650",-600,-2.20,741,35.96,"1,928",13.82,"12,837",2.08,100,0.38
192400,쿠쿠홀딩스 ,"16,150",0,0.00,"4,660",3.47,-,-,"28,532",0.57,700,4.33
284740,쿠쿠홈시스 ,"28,550",-700,-2.39,"6,784",4.21,-,-,"28,790",0.99,650,2.28
317690,퀀타매트릭스 ,"5,210",-150,-2.80,-,-,-,-,"3,544",1.47,0,0.00
365270,큐라클 ,"12,450",50,0.40,-,-,-,-,"4,019",3.10,0,0.00
060280,큐렉소 ,"7,160",20,0.28,-,-,-,-,"1,283",5.58,0,0.00
015590,큐로 ,333,0,0.00,-,-,-,-,424,0.79,0,0.00
040350,큐로컴 ,799,1,0.13,-,-,-,-,381,2.10,0,0.00
051780,큐로홀딩스 ,416,-6,-1.42,-,-,-,-,304,1.37,0,0.00
115180,큐리언트 ,"11,000",-300,-2.65,-,-,-,-,"4,276",2.57,0,0.00
182360,큐브엔터 ,"17,650",50,0.28,-,-,861,20.50,"2,593",6.81,0,0.00
405100,큐알티 ,"38,250",-100,-0.26,"4,706",8.13,-,-,"13,234",2.89,0,0.00
066310,큐에스아이 ,"9,050",-30,-0.33,185,48.92,-,-,"7,980",1.13,100,1.10
016600,큐캐피탈 ,440,-4,-0.90,-,-,-,-,765,0.58,0,0.00
264900,크라운제과 ,"8,270",-50,-0.60,"1,024",8.08,-,-,"12,554",0.66,250,3.02
26490K,크라운제과우 ,"10,400",-200,-1.89,-,-,-,-,-,-,252,2.42
005740,크라운해태홀딩스 ,"6,110",40,0.66,294,20.78,-,-,"18,951",0.32,100,1.64
005745,크라운해태홀딩스우 ,"10,250",-150,-1.44,-,-,-,-,-,-,105,1.02
259960,크래프톤 ,"183,000","-11,000",-5.67,"12,022",15.22,"14,372",12.73,"98,465",1.86,0,0.00
096240,크레버스 ,"20,900",50,0.24,"2,130",9.81,-,-,"11,032",1.89,"2,000",9.57
043590,크로바하이텍 ,"1,310",20,1.55,236,5.55,-,-,947,1.38,0,0.00
114120,크루셜텍 ,"10,850",0,0.00,-,-,-,-,"9,830",1.10,0,0.00
110790,크리스에프앤씨 ,"19,200",-350,-1.79,"6,297",3.05,"7,415",2.59,"27,839",0.69,"1,000",5.21
083790,크리스탈지노믹스 ,"3,530",-65,-1.81,-,-,-,-,"3,072",1.15,0,0.00
045520,크린앤사이언스 ,"6,930",-90,-1.28,-,-,-,-,"7,062",0.98,150,2.16
036170,클라우드에어 ,937,8,0.86,29,32.31,-,-,"1,914",0.49,0,0.00
214150,클래시스 ,"15,350",-500,-3.15,677,22.67,"1,060",14.48,"2,530",6.07,66,0.43
352770,클리노믹스 ,"5,520",-40,-0.72,"1,214",4.55,-,-,"4,456",1.24,0,0.00
237880,클리오 ,"12,450",-250,-1.97,552,22.55,"1,028",12.11,"9,911",1.26,150,1.20
139670,키네마스터 ,"9,490",-490,-4.91,-,-,-,-,"1,761",5.39,0,0.00
020120,키다리스튜디오 ,"6,480",0,0.00,114,56.84,349,18.57,"6,419",1.01,0,0.00
413600,키움제6호스팩 ,"2,055",-35,-1.67,-,-,-,-,-,-,0,0.00
433530,키움제7호스팩 ,"2,010",-5,-0.25,-,-,-,-,-,-,0,0.00
039490,키움증권 ,"75,700","-2,900",-3.69,"31,680",2.39,"20,490",3.69,"149,422",0.51,"3,500",4.62
054780,키이스트 ,"5,790",-10,-0.17,-,-,476,12.16,"2,519",2.30,0,0.00
219130,타이거일렉 ,"18,900",-200,-1.05,500,37.80,-,-,"8,158",2.32,0,0.00
360070,탑머티리얼 ,"40,500",100,0.25,770,52.60,-,-,"4,403",9.20,0,0.00
065130,탑엔지니어링 ,"5,020",-70,-1.38,-,-,-,-,"12,349",0.41,0,0.00
134580,탑코미디어 ,"4,355",-130,-2.90,-,-,-,-,"2,180",2.00,0,0.00
014580,태경비케이 ,"5,590",30,0.54,338,16.54,-,-,"5,502",1.02,110,1.97
015890,태경산업 ,"6,570",-70,-1.05,900,7.30,-,-,"9,204",0.71,270,4.11
006890,태경케미컬 ,"10,100",-100,-0.98,963,10.49,-,-,"12,420",0.81,220,2.18
023160,태광 ,"17,450","1,200",7.38,588,29.68,"1,763",9.90,"16,860",1.03,100,0.57
003240,태광산업 ,"706,000","-4,000",-0.56,"377,488",1.87,-,-,"4,626,787",0.15,"1,750",0.25
011280,태림포장 ,"2,605",25,0.97,247,10.55,-,-,"4,700",0.55,50,1.92
323280,태성 ,"1,470",10,0.68,-,-,-,-,-,-,0,0.00
053620,태양 ,"8,040",20,0.25,604,13.31,-,-,"21,159",0.38,150,1.87
004100,태양금속 ,"1,190",0,0.00,-,-,-,-,"2,312",0.51,5,0.42
004105,태양금속우 ,"2,480",-40,-1.59,-,-,-,-,-,-,10,0.40
009410,태영건설 ,"4,145",-110,-2.59,"1,920",2.16,-,-,"17,753",0.23,350,8.44
009415,태영건설우 ,"6,610",-70,-1.05,-,-,-,-,-,-,355,5.37
044490,태웅 ,"10,000",-50,-0.50,357,28.01,-,-,"23,769",0.42,0,0.00
124560,태웅로직스 ,"5,450",-30,-0.55,"1,726",3.16,-,-,"3,292",1.66,100,1.83
001420,태원물산 ,"4,195",-120,-2.78,11,381.36,-,-,"4,273",0.98,55,1.31
007980,태평양물산 ,"1,245",25,2.05,-,-,-,-,"3,585",0.35,0,0.00
191420,테고사이언스 ,"15,950",-50,-0.31,17,938.24,-,-,"6,046",2.64,0,0.00
073640,테라사이언스 ,"1,580",5,0.32,-,-,-,-,665,2.38,0,0.00
066700,테라젠이텍스 ,"3,945",20,0.51,-,-,-,-,"6,958",0.57,0,0.00
095610,테스 ,"15,850",-400,-2.46,"3,936",4.03,"1,148",13.81,"15,906",1.00,560,3.53
055490,테이팩스 ,"59,900",600,1.01,"4,009",14.94,"6,221",9.63,"27,834",2.15,700,1.17
089030,테크윙 ,"5,910",60,1.03,485,12.19,985,6.00,"5,852",1.01,230,3.89
054450,텔레칩스 ,"12,750",0,0.00,559,22.81,"1,119",11.39,"8,453",1.51,120,0.94
091440,텔레필드 ,"2,030",-45,-2.17,-,-,-,-,"1,654",1.23,0,0.00
078000,텔코웨어 ,"8,520",-70,-0.81,322,26.46,335,25.44,"19,441",0.44,500,5.87
200230,텔콘RF제약 ,"1,030",-10,-0.96,-,-,-,-,"1,067",0.97,0,0.00
214420,토니모리 ,"3,380",0,0.00,-,-,-,-,"3,829",0.88,0,0.00
215480,토박스코리아 ,"5,090",-40,-0.78,370,13.76,-,-,"2,827",1.80,0,0.00
051360,토비스 ,"8,850",150,1.72,82,107.93,"1,688",5.24,"12,127",0.73,100,1.13
045340,토탈소프트 ,"4,610",-75,-1.60,352,13.10,-,-,"1,896",2.43,0,0.00
108230,톱텍 ,"6,780",100,1.50,-,-,-,-,"8,206",0.83,0,0.00
079970,투비소프트 ,"1,095",-5,-0.45,-,-,-,-,816,1.34,0,0.00
199800,툴젠 ,"55,500",-500,-0.89,-,-,-,-,"10,785",5.15,0,0.00
105550,트루윈 ,"2,455",40,1.66,-,-,-,-,"1,535",1.60,0,0.00
290090,트윔 ,"13,800",50,0.36,360,38.33,-,-,"10,315",1.34,0,0.00
026150,특수건설 ,"8,700",260,3.08,-,-,-,-,"5,910",1.47,0,0.00
322180,티라유텍 ,"7,050",-10,-0.14,-,-,-,-,"3,673",1.92,0,0.00
117730,티로보틱스 ,"5,960",-20,-0.33,-,-,-,-,"1,673",3.56,0,0.00
033830,티비씨 ,"1,060",-40,-3.64,49,21.63,-,-,"1,240",0.85,13,1.23
057680,티사이언티픽 ,"2,925",-45,-1.52,-,-,-,-,"4,688",0.62,0,0.00
064760,티씨케이 ,"97,700",-100,-0.10,"7,014",13.93,"9,600",10.18,"29,080",3.36,"1,430",1.46
246710,티앤알바이오팹 ,"12,700",-50,-0.39,-,-,-,-,"1,980",6.41,0,0.00
340570,티앤엘 ,"35,950",-250,-0.69,"2,410",14.92,"3,908",9.20,"11,084",3.24,400,1.11
043220,티에스넥스젠 ,977,-21,-2.10,-,-,-,-,497,1.97,0,0.00
277880,티에스아이 ,"9,080",30,0.33,63,144.13,819,11.08,"2,193",4.14,0,0.00
131290,티에스이 ,"37,800",-200,-0.53,"4,204",8.99,"7,444",5.08,"22,550",1.68,500,1.32
019180,티에이치엔 ,"3,720",15,0.40,955,3.90,-,-,"4,826",0.77,50,1.34
356860,티엘비 ,"42,600","5,000",13.30,"2,524",16.88,"7,907",5.39,"16,929",2.52,250,0.59
062860,티엘아이 ,"5,570",70,1.27,-,-,-,-,"9,460",0.59,0,0.00
363280,티와이홀딩스 ,"10,700",-150,-1.38,"4,004",2.67,"1,959",5.46,"38,262",0.28,0,0.00
36328K,티와이홀딩스우 ,"11,450",-100,-0.87,-,-,-,-,-,-,0,0.00
321550,티움바이오 ,"11,450",-100,-0.87,-,-,-,-,"3,462",3.31,0,0.00
091810,티웨이항공 ,"1,555",-15,-0.96,-,-,-,-,306,5.08,0,0.00
004870,티웨이홀딩스 ,471,0,0.00,-,-,-,-,491,0.96,0,0.00
104480,티케이케미칼 ,"3,035",-80,-2.57,"3,921",0.77,-,-,"7,347",0.41,0,0.00
081150,티플랙스 ,"4,305",5,0.12,430,10.01,-,-,"5,970",0.72,30,0.70
130740,티피씨글로벌 ,"2,960",-30,-1.00,-,-,-,-,"5,674",0.52,30,1.01
084730,팅크웨어 ,"14,200",350,2.53,691,20.55,-,-,"14,014",1.01,0,0.00
046210,파나진 ,"3,725",15,0.40,155,24.03,72,52.05,929,4.01,0,0.00
058530,파나케이아 ,"1,620",0,0.00,-,-,-,-,"3,692",0.44,0,0.00
034230,파라다이스 ,"14,450",-300,-2.03,-,-,284,50.84,"14,400",1.00,0,0.00
033540,파라텍 ,930,23,2.54,20,46.50,-,-,"1,669",0.56,0,0.00
043200,파루 ,888,-8,-0.89,-,-,-,-,659,1.35,0,0.00
214450,파마리서치 ,"61,300",0,0.00,"4,717",13.00,"6,516",9.41,"30,618",2.00,600,0.98
208340,파멥신 ,"3,365",-25,-0.74,-,-,-,-,"1,983",1.70,0,0.00
005690,파미셀 ,"10,400",-150,-1.42,159,65.41,389,26.73,"1,090",9.54,0,0.00
177830,파버나인 ,"3,755",40,1.08,543,6.92,-,-,"5,446",0.69,0,0.00
037070,파세코 ,"12,650",-150,-1.17,957,13.22,-,-,"5,086",2.49,300,2.37
150900,파수 ,"9,690",-70,-0.72,387,25.04,-,-,"2,279",4.25,0,0.00
037030,파워넷 ,"3,145",15,0.48,143,21.99,-,-,"4,788",0.66,0,0.00
047310,파워로직스 ,"5,580",-20,-0.36,-,-,-,-,"6,165",0.91,0,0.00
368770,파이버프로 ,"2,500",105,4.38,-,-,-,-,"1,802",1.39,0,0.00
170790,파이오링크 ,"10,600",-150,-1.40,"1,672",6.34,-,-,"9,268",1.14,250,2.36
049120,파인디앤씨 ,"1,885",-25,-1.31,-,-,-,-,"1,582",1.19,0,0.00
038950,파인디지털 ,"4,505",-45,-0.99,311,14.49,-,-,"11,169",0.40,50,1.11
441270,파인엠텍 ,"7,090",-20,-0.28,-,-,-,-,-,-,0,0.00
106240,파인테크닉스 ,"2,325",-35,-1.48,983,2.37,-,-,"2,512",0.93,25,1.08
131760,파인텍 ,"1,085",0,0.00,-,-,-,-,648,1.67,0,0.00
065690,파커스 ,"2,300",15,0.66,650,3.54,-,-,"6,036",0.38,150,6.52
140860,파크시스템스 ,"109,100",0,0.00,"1,361",80.16,"5,972",18.27,"13,125",8.31,250,0.23
091700,파트론 ,"8,350",0,0.00,"1,309",6.38,898,9.30,"8,249",1.01,350,4.19
032800,판타지오 ,511,3,0.59,-,-,-,-,490,1.04,0,0.00
318010,팜스빌 ,"16,950",950,5.94,637,26.61,-,-,"7,545",2.25,100,0.59
036580,팜스코 ,"3,675",-65,-1.74,88,41.76,-,-,"8,484",0.43,100,2.72
027710,팜스토리 ,"1,970",-60,-2.96,46,42.83,-,-,"1,898",1.04,25,1.27
004720,팜젠사이언스 ,"7,460",190,2.61,"2,206",3.38,-,-,"8,356",0.89,0,0.00
225590,패션플랫폼 ,"1,665",15,0.91,601,2.77,-,-,"2,234",0.75,0,0.00
054300,팬스타엔터프라이즈 ,666,19,2.94,41,16.24,-,-,796,0.84,0,0.00
068050,팬엔터테인먼트 ,"3,095",-85,-2.67,148,20.91,364,8.51,"2,690",1.15,0,0.00
028670,팬오션 ,"4,180",-240,-5.43,"1,028",4.07,"1,178",3.55,"6,728",0.62,100,2.39
222110,팬젠 ,"7,160",-330,-4.41,-,-,-,-,"1,977",3.62,0,0.00
010820,퍼스텍 ,"3,165",-35,-1.09,81,39.07,-,-,906,3.49,0,0.00
016800,퍼시스 ,"27,550",200,0.73,"4,917",5.60,"2,645",10.42,"54,249",0.51,"1,100",3.99
263750,펄어비스 ,"42,800","-1,900",-4.25,973,43.99,"2,285",18.73,"11,757",3.64,0,0.00
251970,펌텍코리아 ,"15,300",-100,-0.65,"1,464",10.45,"2,224",6.88,"15,974",0.96,350,2.29
001020,페이퍼코리아 ,"1,165",-20,-1.69,240,4.85,-,-,"1,111",1.05,0,0.00
087010,펩트론 ,"7,940",-50,-0.63,-,-,-,-,"3,020",2.63,0,0.00
090080,평화산업 ,"1,300",25,1.96,4,325.00,-,-,473,2.75,0,0.00
010770,평화홀딩스 ,"3,170",55,1.77,-,-,-,-,"6,351",0.50,150,4.73
119500,포메탈 ,"3,920",-95,-2.37,170,23.06,-,-,"3,969",0.99,60,1.53
389140,포바이포 ,"10,200",-100,-0.97,580,17.59,-,-,"4,348",2.35,0,0.00
022100,포스코 ICT ,"5,900",100,1.72,-,-,-,-,"2,355",2.51,50,0.85
058430,포스코스틸리온 ,"28,050",-200,-0.71,"17,070",1.64,-,-,"53,623",0.52,"1,000",3.57
009520,포스코엠텍 ,"7,670",400,5.50,314,24.43,212,36.16,"2,511",3.05,80,1.04
047050,포스코인터내셔널 ,"21,550",0,0.00,"2,924",7.37,"4,371",4.93,"28,259",0.76,800,3.71
003670,포스코케미칼 ,"212,000","14,000",7.07,"1,753",120.94,"4,705",45.06,"30,845",6.87,300,0.14
189690,포시에스 ,"7,770",90,1.17,507,15.33,-,-,"6,968",1.12,100,1.29
